y,Output,USO0,DJIA0,UNG0,USO1,DJIA1,UNG1,USO2,DJIA2,UNG2,USO3,DJIA3,UNG3,USO4,DJIA4,UNG4
571,1.46,0.86,0.49,0.22,-1.32,-0.89,-0.15,0.57,1.03,0.11,0.17,-1.02,0.22,-0.75,-0.1,0.07
572,-0.37,1.46,0.47,-0.19,0.86,0.49,0.22,-1.32,-0.89,-0.15,0.57,1.03,0.11,0.17,-1.02,0.22
573,-2.67,-0.37,-0.46,-0.13,1.46,0.47,-0.19,0.86,0.49,0.22,-1.32,-0.89,-0.15,0.57,1.03,0.11
574,-0.66,-2.67,-0.94,-0.67,-0.37,-0.46,-0.13,1.46,0.47,-0.19,0.86,0.49,0.22,-1.32,-0.89,-0.15
575,-0.68,-0.66,-0.7,-0.17,-2.67,-0.94,-0.67,-0.37,-0.46,-0.13,1.46,0.47,-0.19,0.86,0.49,0.22
576,-0.06,-0.68,0.06,-0.07,-0.66,-0.7,-0.17,-2.67,-0.94,-0.67,-0.37,-0.46,-0.13,1.46,0.47,-0.19
577,0.25,-0.06,-0.76,0.07,-0.68,0.06,-0.07,-0.66,-0.7,-0.17,-2.67,-0.94,-0.67,-0.37,-0.46,-0.13
578,0.02,0.25,0.48,0.26,-0.06,-0.76,0.07,-0.68,0.06,-0.07,-0.66,-0.7,-0.17,-2.67,-0.94,-0.67
579,0.45,0.02,0.86,0.34,0.25,0.48,0.26,-0.06,-0.76,0.07,-0.68,0.06,-0.07,-0.66,-0.7,-0.17
580,0.04,0.45,0.81,-0.07,0.02,0.86,0.34,0.25,0.48,0.26,-0.06,-0.76,0.07,-0.68,0.06,-0.07
581,-0.34,0.04,0.91,0.04,0.45,0.81,-0.07,0.02,0.86,0.34,0.25,0.48,0.26,-0.06,-0.76,0.07
582,0.38,-0.34,-0.11,-0.01,0.04,0.91,0.04,0.45,0.81,-0.07,0.02,0.86,0.34,0.25,0.48,0.26
583,0.76,0.38,0.16,0.31,-0.34,-0.11,-0.01,0.04,0.91,0.04,0.45,0.81,-0.07,0.02,0.86,0.34
584,0.33,0.76,0.41,-0.01,0.38,0.16,0.31,-0.34,-0.11,-0.01,0.04,0.91,0.04,0.45,0.81,-0.07
585,-0.28,0.33,0.43,0.23,0.76,0.41,-0.01,0.38,0.16,0.31,-0.34,-0.11,-0.01,0.04,0.91,0.04
586,0.62,-0.28,-0.09,-0.23,0.33,0.43,0.23,0.76,0.41,-0.01,0.38,0.16,0.31,-0.34,-0.11,-0.01
587,0.58,0.62,0.31,0.05,-0.28,-0.09,-0.23,0.33,0.43,0.23,0.76,0.41,-0.01,0.38,0.16,0.31
588,0.07,0.58,0.75,0.36,0.62,0.31,0.05,-0.28,-0.09,-0.23,0.33,0.43,0.23,0.76,0.41,-0.01
589,-0.94,0.07,-0.62,0.03,0.58,0.75,0.36,0.62,0.31,0.05,-0.28,-0.09,-0.23,0.33,0.43,0.23
590,-1.15,-0.94,-0.46,-0.05,0.07,-0.62,0.03,0.58,0.75,0.36,0.62,0.31,0.05,-0.28,-0.09,-0.23
591,0.71,-1.15,-0.15,-0.01,-0.94,-0.46,-0.05,0.07,-0.62,0.03,0.58,0.75,0.36,0.62,0.31,0.05
592,0.5,0.71,-0.64,0.03,-1.15,-0.15,-0.01,-0.94,-0.46,-0.05,0.07,-0.62,0.03,0.58,0.75,0.36
593,0,0.5,-0.13,-0.21,0.71,-0.64,0.03,-1.15,-0.15,-0.01,-0.94,-0.46,-0.05,0.07,-0.62,0.03
594,-0.02,0,-0.04,-0.2,0.5,-0.13,-0.21,0.71,-0.64,0.03,-1.15,-0.15,-0.01,-0.94,-0.46,-0.05
595,0.14,-0.02,0.13,-0.15,0,-0.04,-0.2,0.5,-0.13,-0.21,0.71,-0.64,0.03,-1.15,-0.15,-0.01
596,0.45,0.14,0.12,0.1,-0.02,0.13,-0.15,0,-0.04,-0.2,0.5,-0.13,-0.21,0.71,-0.64,0.03
597,0.17,0.45,-0.13,-0.17,0.14,0.12,0.1,-0.02,0.13,-0.15,0,-0.04,-0.2,0.5,-0.13,-0.21
598,-0.03,0.17,-0.16,0.2,0.45,-0.13,-0.17,0.14,0.12,0.1,-0.02,0.13,-0.15,0,-0.04,-0.2
599,0.34,-0.03,0.21,0.18,0.17,-0.16,0.2,0.45,-0.13,-0.17,0.14,0.12,0.1,-0.02,0.13,-0.15
600,-0.02,0.34,0.77,-0.31,-0.03,0.21,0.18,0.17,-0.16,0.2,0.45,-0.13,-0.17,0.14,0.12,0.1
601,0.21,-0.02,-0.35,-0.13,0.34,0.77,-0.31,-0.03,0.21,0.18,0.17,-0.16,0.2,0.45,-0.13,-0.17
602,-0.23,0.21,0.26,0.41,-0.02,-0.35,-0.13,0.34,0.77,-0.31,-0.03,0.21,0.18,0.17,-0.16,0.2
603,0,-0.23,0.21,-0.31,0.21,0.26,0.41,-0.02,-0.35,-0.13,0.34,0.77,-0.31,-0.03,0.21,0.18
604,0.86,0,0.95,0.15,-0.23,0.21,-0.31,0.21,0.26,0.41,-0.02,-0.35,-0.13,0.34,0.77,-0.31
605,-0.14,0.86,-0.23,0.17,0,0.95,0.15,-0.23,0.21,-0.31,0.21,0.26,0.41,-0.02,-0.35,-0.13
606,0.36,-0.14,0.52,0.04,0.86,-0.23,0.17,0,0.95,0.15,-0.23,0.21,-0.31,0.21,0.26,0.41
607,0.33,0.36,-0.56,0.04,-0.14,0.52,0.04,0.86,-0.23,0.17,0,0.95,0.15,-0.23,0.21,-0.31
608,0.01,0.33,0.24,0.45,0.36,-0.56,0.04,-0.14,0.52,0.04,0.86,-0.23,0.17,0,0.95,0.15
609,0.01,0.01,-1.83,-0.13,0.33,0.24,0.45,0.36,-0.56,0.04,-0.14,0.52,0.04,0.86,-0.23,0.17
610,0.28,0.01,1.33,0.36,0.01,-1.83,-0.13,0.33,0.24,0.45,0.36,-0.56,0.04,-0.14,0.52,0.04
611,0.28,0.28,0.08,-0.34,0.01,1.33,0.36,0.01,-1.83,-0.13,0.33,0.24,0.45,0.36,-0.56,0.04
612,-0.36,0.28,1.15,-0.02,0.28,0.08,-0.34,0.01,1.33,0.36,0.01,-1.83,-0.13,0.33,0.24,0.45
613,-0.61,-0.36,-1.22,-0.15,0.28,1.15,-0.02,0.28,0.08,-0.34,0.01,1.33,0.36,0.01,-1.83,-0.13
614,-0.26,-0.61,0.14,0.04,-0.36,-1.22,-0.15,0.28,1.15,-0.02,0.28,0.08,-0.34,0.01,1.33,0.36
615,-0.38,-0.26,1.12,0.01,-0.61,0.14,0.04,-0.36,-1.22,-0.15,0.28,1.15,-0.02,0.28,0.08,-0.34
616,0.6,-0.38,-1.06,0.1,-0.26,1.12,0.01,-0.61,0.14,0.04,-0.36,-1.22,-0.15,0.28,1.15,-0.02
617,0.26,0.6,-0.96,0.04,-0.38,-1.06,0.1,-0.26,1.12,0.01,-0.61,0.14,0.04,-0.36,-1.22,-0.15
618,0.74,0.26,0.92,-0.04,0.6,-0.96,0.04,-0.38,-1.06,0.1,-0.26,1.12,0.01,-0.61,0.14,0.04
619,0.96,0.74,0.2,-0.05,0.26,0.92,-0.04,0.6,-0.96,0.04,-0.38,-1.06,0.1,-0.26,1.12,0.01
620,-0.26,0.96,-2.03,-0.2,0.74,0.2,-0.05,0.26,0.92,-0.04,0.6,-0.96,0.04,-0.38,-1.06,0.1
621,0.31,-0.26,0.65,-0.03,0.96,-2.03,-0.2,0.74,0.2,-0.05,0.26,0.92,-0.04,0.6,-0.96,0.04
622,-1.28,0.31,0.2,0.2,-0.26,0.65,-0.03,0.96,-2.03,-0.2,0.74,0.2,-0.05,0.26,0.92,-0.04
623,0.8,-1.28,-0.35,0,0.31,0.2,0.2,-0.26,0.65,-0.03,0.96,-2.03,-0.2,0.74,0.2,-0.05
624,-0.56,0.8,-0.82,0.07,-1.28,-0.35,0,0.31,0.2,0.2,-0.26,0.65,-0.03,0.96,-2.03,-0.2
625,-0.02,-0.56,-0.98,-0.06,0.8,-0.82,0.07,-1.28,-0.35,0,0.31,0.2,0.2,-0.26,0.65,-0.03
626,0.53,-0.02,0.63,-0.01,-0.56,-0.98,-0.06,0.8,-0.82,0.07,-1.28,-0.35,0,0.31,0.2,0.2
627,-0.12,0.53,0.51,-0.08,-0.02,0.63,-0.01,-0.56,-0.98,-0.06,0.8,-0.82,0.07,-1.28,-0.35,0
628,-0.59,-0.12,0.39,-0.02,0.53,0.51,-0.08,-0.02,0.63,-0.01,-0.56,-0.98,-0.06,0.8,-0.82,0.07
629,-0.31,-0.59,-0.14,0.09,-0.12,0.39,-0.02,0.53,0.51,-0.08,-0.02,0.63,-0.01,-0.56,-0.98,-0.06
630,-0.23,-0.31,0.12,0.05,-0.59,-0.14,0.09,-0.12,0.39,-0.02,0.53,0.51,-0.08,-0.02,0.63,-0.01
631,0.24,-0.23,0.83,-0.02,-0.31,0.12,0.05,-0.59,-0.14,0.09,-0.12,0.39,-0.02,0.53,0.51,-0.08
632,-0.15,0.24,0.4,-0.07,-0.23,0.83,-0.02,-0.31,0.12,0.05,-0.59,-0.14,0.09,-0.12,0.39,-0.02
633,0.26,-0.15,0.17,0.07,0.24,0.4,-0.07,-0.23,0.83,-0.02,-0.31,0.12,0.05,-0.59,-0.14,0.09
634,-0.55,0.26,0.69,-0.09,-0.15,0.17,0.07,0.24,0.4,-0.07,-0.23,0.83,-0.02,-0.31,0.12,0.05
635,-1.04,-0.55,0.47,-0.08,0.26,0.69,-0.09,-0.15,0.17,0.07,0.24,0.4,-0.07,-0.23,0.83,-0.02
636,-0.19,-1.04,0.32,-0.02,-0.55,0.47,-0.08,0.26,0.69,-0.09,-0.15,0.17,0.07,0.24,0.4,-0.07
637,0.07,-0.19,0.34,-0.17,-1.04,0.32,-0.02,-0.55,0.47,-0.08,0.26,0.69,-0.09,-0.15,0.17,0.07
638,-0.6,0.07,0.21,0.02,-0.19,0.34,-0.17,-1.04,0.32,-0.02,-0.55,0.47,-0.08,0.26,0.69,-0.09
639,1.33,-0.6,0.93,0.01,0.07,0.21,0.02,-0.19,0.34,-0.17,-1.04,0.32,-0.02,-0.55,0.47,-0.08
640,1.33,1.33,0.35,-0.03,-0.6,0.93,0.01,0.07,0.21,0.02,-0.19,0.34,-0.17,-1.04,0.32,-0.02
641,-0.66,1.33,-1.64,-0.02,1.33,0.35,-0.03,-0.6,0.93,0.01,0.07,0.21,0.02,-0.19,0.34,-0.17
642,0.56,-0.66,0.02,-0.1,1.33,-1.64,-0.02,1.33,0.35,-0.03,-0.6,0.93,0.01,0.07,0.21,0.02
643,-0.2,0.56,0.06,0.09,-0.66,0.02,-0.1,1.33,-1.64,-0.02,1.33,0.35,-0.03,-0.6,0.93,0.01
644,0.03,-0.2,0.19,-0.01,0.56,0.06,0.09,-0.66,0.02,-0.1,1.33,-1.64,-0.02,1.33,0.35,-0.03
645,-0.09,0.03,1.2,-0.19,-0.2,0.19,-0.01,0.56,0.06,0.09,-0.66,0.02,-0.1,1.33,-1.64,-0.02
646,-0.18,-0.09,-0.25,-0.03,0.03,1.2,-0.19,-0.2,0.19,-0.01,0.56,0.06,0.09,-0.66,0.02,-0.1
647,-0.43,-0.18,0.28,0.16,-0.09,-0.25,-0.03,0.03,1.2,-0.19,-0.2,0.19,-0.01,0.56,0.06,0.09
648,0.24,-0.43,-0.19,0.09,-0.18,0.28,0.16,-0.09,-0.25,-0.03,0.03,1.2,-0.19,-0.2,0.19,-0.01
649,0.41,0.24,0.47,-0.06,-0.43,-0.19,0.09,-0.18,0.28,0.16,-0.09,-0.25,-0.03,0.03,1.2,-0.19
650,-0.35,0.41,0.81,0.05,0.24,0.47,-0.06,-0.43,-0.19,0.09,-0.18,0.28,0.16,-0.09,-0.25,-0.03
651,-0.05,-0.35,-0.17,-0.13,0.41,0.81,0.05,0.24,0.47,-0.06,-0.43,-0.19,0.09,-0.18,0.28,0.16
652,0.46,-0.05,0.25,0.02,-0.35,-0.17,-0.13,0.41,0.81,0.05,0.24,0.47,-0.06,-0.43,-0.19,0.09
653,0.09,0.46,-0.08,0.17,-0.05,0.25,0.02,-0.35,-0.17,-0.13,0.41,0.81,0.05,0.24,0.47,-0.06
654,-0.26,0.09,0.04,0.01,0.46,-0.08,0.17,-0.05,0.25,0.02,-0.35,-0.17,-0.13,0.41,0.81,0.05
655,-0.63,-0.26,-0.34,0.03,0.09,0.04,0.01,0.46,-0.08,0.17,-0.05,0.25,0.02,-0.35,-0.17,-0.13
656,0.72,-0.63,-0.36,-0.17,-0.26,-0.34,0.03,0.09,0.04,0.01,0.46,-0.08,0.17,-0.05,0.25,0.02
657,-0.92,0.72,0.58,-0.1,-0.63,-0.36,-0.17,-0.26,-0.34,0.03,0.09,0.04,0.01,0.46,-0.08,0.17
658,-0.29,-0.92,-0.07,-0.07,0.72,0.58,-0.1,-0.63,-0.36,-0.17,-0.26,-0.34,0.03,0.09,0.04,0.01
659,0.99,-0.29,0,0.09,-0.92,-0.07,-0.07,0.72,0.58,-0.1,-0.63,-0.36,-0.17,-0.26,-0.34,0.03
660,-0.33,0.99,0.31,0.02,-0.29,0,0.09,-0.92,-0.07,-0.07,0.72,0.58,-0.1,-0.63,-0.36,-0.17
661,-0.13,-0.33,-0.08,-0.03,0.99,0.31,0.02,-0.29,0,0.09,-0.92,-0.07,-0.07,0.72,0.58,-0.1
662,-0.03,-0.13,-0.06,0,-0.33,-0.08,-0.03,0.99,0.31,0.02,-0.29,0,0.09,-0.92,-0.07,-0.07
663,-0.09,-0.03,0.02,0.18,-0.13,-0.06,0,-0.33,-0.08,-0.03,0.99,0.31,0.02,-0.29,0,0.09
664,0.36,-0.09,0.18,0.08,-0.03,0.02,0.18,-0.13,-0.06,0,-0.33,-0.08,-0.03,0.99,0.31,0.02
665,0.13,0.36,0.22,-0.04,-0.09,0.18,0.08,-0.03,0.02,0.18,-0.13,-0.06,0,-0.33,-0.08,-0.03
666,0.15,0.13,0.23,0.11,0.36,0.22,-0.04,-0.09,0.18,0.08,-0.03,0.02,0.18,-0.13,-0.06,0
667,0.15,0.15,0.2,-0.1,0.13,0.23,0.11,0.36,0.22,-0.04,-0.09,0.18,0.08,-0.03,0.02,0.18
668,0.04,0.15,-0.39,0.18,0.15,0.2,-0.1,0.13,0.23,0.11,0.36,0.22,-0.04,-0.09,0.18,0.08
669,-0.2,0.04,0.02,0.05,0.15,-0.39,0.18,0.15,0.2,-0.1,0.13,0.23,0.11,0.36,0.22,-0.04
670,0.46,-0.2,0.25,-0.19,0.04,0.02,0.05,0.15,-0.39,0.18,0.15,0.2,-0.1,0.13,0.23,0.11
671,0.06,0.46,-0.02,-0.04,-0.2,0.25,-0.19,0.04,0.02,0.05,0.15,-0.39,0.18,0.15,0.2,-0.1
672,-0.36,0.06,0.38,-0.11,0.46,-0.02,-0.04,-0.2,0.25,-0.19,0.04,0.02,0.05,0.15,-0.39,0.18
673,-0.3,-0.36,-0.18,-0.13,0.06,0.38,-0.11,0.46,-0.02,-0.04,-0.2,0.25,-0.19,0.04,0.02,0.05
674,-0.05,-0.3,0.19,0.08,-0.36,-0.18,-0.13,0.06,0.38,-0.11,0.46,-0.02,-0.04,-0.2,0.25,-0.19
675,-0.02,-0.05,-0.43,-0.17,-0.3,0.19,0.08,-0.36,-0.18,-0.13,0.06,0.38,-0.11,0.46,-0.02,-0.04
676,-0.92,-0.02,0.19,0.06,-0.05,-0.43,-0.17,-0.3,0.19,0.08,-0.36,-0.18,-0.13,0.06,0.38,-0.11
677,-0.05,-0.92,-0.89,-0.1,-0.02,0.19,0.06,-0.05,-0.43,-0.17,-0.3,0.19,0.08,-0.36,-0.18,-0.13
678,0.65,-0.05,-0.04,0.05,-0.92,-0.89,-0.1,-0.02,0.19,0.06,-0.05,-0.43,-0.17,-0.3,0.19,0.08
679,0.63,0.65,0.6,-0.05,-0.05,-0.04,0.05,-0.92,-0.89,-0.1,-0.02,0.19,0.06,-0.05,-0.43,-0.17
680,0.5,0.63,0.97,0.02,0.65,0.6,-0.05,-0.05,-0.04,0.05,-0.92,-0.89,-0.1,-0.02,0.19,0.06
681,-0.29,0.5,0.99,0.08,0.63,0.97,0.02,0.65,0.6,-0.05,-0.05,-0.04,0.05,-0.92,-0.89,-0.1
682,0.55,-0.29,0.5,0.05,0.5,0.99,0.08,0.63,0.97,0.02,0.65,0.6,-0.05,-0.05,-0.04,0.05
683,0.17,0.55,0.39,-0.33,-0.29,0.5,0.05,0.5,0.99,0.08,0.63,0.97,0.02,0.65,0.6,-0.05
684,1.07,0.17,-0.3,-0.02,0.55,0.39,-0.33,-0.29,0.5,0.05,0.5,0.99,0.08,0.63,0.97,0.02
685,0.21,1.07,0.85,0.1,0.17,-0.3,-0.02,0.55,0.39,-0.33,-0.29,0.5,0.05,0.5,0.99,0.08
686,0.05,0.21,-0.39,0.05,1.07,0.85,0.1,0.17,-0.3,-0.02,0.55,0.39,-0.33,-0.29,0.5,0.05
687,0.07,0.05,0.27,0.13,0.21,-0.39,0.05,1.07,0.85,0.1,0.17,-0.3,-0.02,0.55,0.39,-0.33
688,0.22,0.07,0.35,0.11,0.05,0.27,0.13,0.21,-0.39,0.05,1.07,0.85,0.1,0.17,-0.3,-0.02
689,-0.59,0.22,0.79,0.08,0.07,0.35,0.11,0.05,0.27,0.13,0.21,-0.39,0.05,1.07,0.85,0.1
690,-0.62,-0.59,-0.2,0.08,0.22,0.79,0.08,0.07,0.35,0.11,0.05,0.27,0.13,0.21,-0.39,0.05
691,-0.35,-0.62,-1.09,-0.1,-0.59,-0.2,0.08,0.22,0.79,0.08,0.07,0.35,0.11,0.05,0.27,0.13
692,-0.79,-0.35,-0.07,0.09,-0.62,-1.09,-0.1,-0.59,-0.2,0.08,0.22,0.79,0.08,0.07,0.35,0.11
693,-0.06,-0.79,-0.3,-0.06,-0.35,-0.07,0.09,-0.62,-1.09,-0.1,-0.59,-0.2,0.08,0.22,0.79,0.08
694,0.47,-0.06,0.18,-0.14,-0.79,-0.3,-0.06,-0.35,-0.07,0.09,-0.62,-1.09,-0.1,-0.59,-0.2,0.08
695,-0.72,0.47,0.11,-0.19,-0.06,0.18,-0.14,-0.79,-0.3,-0.06,-0.35,-0.07,0.09,-0.62,-1.09,-0.1
696,0.1,-0.72,-0.69,0.08,0.47,0.11,-0.19,-0.06,0.18,-0.14,-0.79,-0.3,-0.06,-0.35,-0.07,0.09
697,0.25,0.1,0.08,0.09,-0.72,-0.69,0.08,0.47,0.11,-0.19,-0.06,0.18,-0.14,-0.79,-0.3,-0.06
698,0.18,0.25,0.09,0,0.1,0.08,0.09,-0.72,-0.69,0.08,0.47,0.11,-0.19,-0.06,0.18,-0.14
699,0.28,0.18,1.12,0,0.25,0.09,0,0.1,0.08,0.09,-0.72,-0.69,0.08,0.47,0.11,-0.19
700,0.01,0.28,0.23,-0.04,0.18,1.12,0,0.25,0.09,0,0.1,0.08,0.09,-0.72,-0.69,0.08
701,-0.33,0.01,-0.13,0.13,0.28,0.23,-0.04,0.18,1.12,0,0.25,0.09,0,0.1,0.08,0.09
702,-0.11,-0.33,-0.36,-0.27,0.01,-0.13,0.13,0.28,0.23,-0.04,0.18,1.12,0,0.25,0.09,0
703,-0.27,-0.11,0.29,0.22,-0.33,-0.36,-0.27,0.01,-0.13,0.13,0.28,0.23,-0.04,0.18,1.12,0
704,0.11,-0.27,-0.67,0.2,-0.11,0.29,0.22,-0.33,-0.36,-0.27,0.01,-0.13,0.13,0.28,0.23,-0.04
705,0.23,0.11,0.19,0.01,-0.27,-0.67,0.2,-0.11,0.29,0.22,-0.33,-0.36,-0.27,0.01,-0.13,0.13
706,-0.29,0.23,0.56,0.01,0.11,0.19,0.01,-0.27,-0.67,0.2,-0.11,0.29,0.22,-0.33,-0.36,-0.27
707,0.36,-0.29,-0.19,0.07,0.23,0.56,0.01,0.11,0.19,0.01,-0.27,-0.67,0.2,-0.11,0.29,0.22
708,-0.56,0.36,-0.23,-0.03,-0.29,-0.19,0.07,0.23,0.56,0.01,0.11,0.19,0.01,-0.27,-0.67,0.2
709,0.89,-0.56,-0.04,-0.1,0.36,-0.23,-0.03,-0.29,-0.19,0.07,0.23,0.56,0.01,0.11,0.19,0.01
710,-0.6,0.89,1,-0.01,-0.56,-0.04,-0.1,0.36,-0.23,-0.03,-0.29,-0.19,0.07,0.23,0.56,0.01
711,0.68,-0.6,-0.45,0.03,0.89,1,-0.01,-0.56,-0.04,-0.1,0.36,-0.23,-0.03,-0.29,-0.19,0.07
712,-0.55,0.68,0.33,-0.08,-0.6,-0.45,0.03,0.89,1,-0.01,-0.56,-0.04,-0.1,0.36,-0.23,-0.03
713,-0.1,-0.55,-0.75,-0.08,0.68,0.33,-0.08,-0.6,-0.45,0.03,0.89,1,-0.01,-0.56,-0.04,-0.1
714,0.09,-0.1,0.02,0.05,-0.55,-0.75,-0.08,0.68,0.33,-0.08,-0.6,-0.45,0.03,0.89,1,-0.01
715,-0.19,0.09,0.24,-0.09,-0.1,0.02,0.05,-0.55,-0.75,-0.08,0.68,0.33,-0.08,-0.6,-0.45,0.03
716,-0.25,-0.19,0.33,0.1,0.09,0.24,-0.09,-0.1,0.02,0.05,-0.55,-0.75,-0.08,0.68,0.33,-0.08
717,0.53,-0.25,-0.03,-0.04,-0.19,0.33,0.1,0.09,0.24,-0.09,-0.1,0.02,0.05,-0.55,-0.75,-0.08
718,-1.14,0.53,0.5,0.01,-0.25,-0.03,-0.04,-0.19,0.33,0.1,0.09,0.24,-0.09,-0.1,0.02,0.05
719,0.17,-1.14,-0.49,-0.31,0.53,0.5,0.01,-0.25,-0.03,-0.04,-0.19,0.33,0.1,0.09,0.24,-0.09
720,0.19,0.17,0.33,0.09,-1.14,-0.49,-0.31,0.53,0.5,0.01,-0.25,-0.03,-0.04,-0.19,0.33,0.1
721,-0.13,0.19,0.99,0.06,0.17,0.33,0.09,-1.14,-0.49,-0.31,0.53,0.5,0.01,-0.25,-0.03,-0.04
722,0.28,-0.13,-0.59,-0.06,0.19,0.99,0.06,0.17,0.33,0.09,-1.14,-0.49,-0.31,0.53,0.5,0.01
723,0.36,0.28,-0.23,-0.03,-0.13,-0.59,-0.06,0.19,0.99,0.06,0.17,0.33,0.09,-1.14,-0.49,-0.31
724,0.75,0.36,-1,-0.04,0.28,-0.23,-0.03,-0.13,-0.59,-0.06,0.19,0.99,0.06,0.17,0.33,0.09
725,-0.03,0.75,-0.04,0.04,0.36,-1,-0.04,0.28,-0.23,-0.03,-0.13,-0.59,-0.06,0.19,0.99,0.06
726,-0.36,-0.03,0.2,0.02,0.75,-0.04,0.04,0.36,-1,-0.04,0.28,-0.23,-0.03,-0.13,-0.59,-0.06
727,0.44,-0.36,-0.38,-0.02,-0.03,0.2,0.02,0.75,-0.04,0.04,0.36,-1,-0.04,0.28,-0.23,-0.03
728,0.37,0.44,0.8,-0.06,-0.36,-0.38,-0.02,-0.03,0.2,0.02,0.75,-0.04,0.04,0.36,-1,-0.04
729,-0.4,0.37,0.03,-0.02,0.44,0.8,-0.06,-0.36,-0.38,-0.02,-0.03,0.2,0.02,0.75,-0.04,0.04
730,-0.44,-0.4,-0.16,-0.06,0.37,0.03,-0.02,0.44,0.8,-0.06,-0.36,-0.38,-0.02,-0.03,0.2,0.02
731,0.46,-0.44,0.08,0.01,-0.4,-0.16,-0.06,0.37,0.03,-0.02,0.44,0.8,-0.06,-0.36,-0.38,-0.02
732,-0.45,0.46,1.12,-0.09,-0.44,0.08,0.01,-0.4,-0.16,-0.06,0.37,0.03,-0.02,0.44,0.8,-0.06
733,-0.39,-0.45,-0.28,-0.1,0.46,1.12,-0.09,-0.44,0.08,0.01,-0.4,-0.16,-0.06,0.37,0.03,-0.02
734,0.05,-0.39,0.52,0.01,-0.45,-0.28,-0.1,0.46,1.12,-0.09,-0.44,0.08,0.01,-0.4,-0.16,-0.06
735,-0.12,0.05,0.74,-0.02,-0.39,0.52,0.01,-0.45,-0.28,-0.1,0.46,1.12,-0.09,-0.44,0.08,0.01
736,-0.16,-0.12,-0.04,-0.08,0.05,0.74,-0.02,-0.39,0.52,0.01,-0.45,-0.28,-0.1,0.46,1.12,-0.09
737,0.38,-0.16,0.02,-0.03,-0.12,-0.04,-0.08,0.05,0.74,-0.02,-0.39,0.52,0.01,-0.45,-0.28,-0.1
738,-0.71,0.38,0.36,0.05,-0.16,0.02,-0.03,-0.12,-0.04,-0.08,0.05,0.74,-0.02,-0.39,0.52,0.01
739,0.11,-0.71,-0.73,-0.04,0.38,0.36,0.05,-0.16,0.02,-0.03,-0.12,-0.04,-0.08,0.05,0.74,-0.02
740,-0.03,0.11,0.27,-0.02,-0.71,-0.73,-0.04,0.38,0.36,0.05,-0.16,0.02,-0.03,-0.12,-0.04,-0.08
741,-0.31,-0.03,-0.6,0.03,0.11,0.27,-0.02,-0.71,-0.73,-0.04,0.38,0.36,0.05,-0.16,0.02,-0.03
742,0.67,-0.31,0.36,0.19,-0.03,-0.6,0.03,0.11,0.27,-0.02,-0.71,-0.73,-0.04,0.38,0.36,0.05
743,0.48,0.67,0.37,0.09,-0.31,0.36,0.19,-0.03,-0.6,0.03,0.11,0.27,-0.02,-0.71,-0.73,-0.04
744,-1.12,0.48,1.44,0.01,0.67,0.37,0.09,-0.31,0.36,0.19,-0.03,-0.6,0.03,0.11,0.27,-0.02
745,-0.11,-1.12,0.31,0.04,0.48,1.44,0.01,0.67,0.37,0.09,-0.31,0.36,0.19,-0.03,-0.6,0.03
746,0.92,-0.11,-1.06,0.08,-1.12,0.31,0.04,0.48,1.44,0.01,0.67,0.37,0.09,-0.31,0.36,0.19
747,0.12,0.92,1.05,-0.17,-0.11,-1.06,0.08,-1.12,0.31,0.04,0.48,1.44,0.01,0.67,0.37,0.09
748,0.59,0.12,-1.03,-0.11,0.92,1.05,-0.17,-0.11,-1.06,0.08,-1.12,0.31,0.04,0.48,1.44,0.01
749,-0.28,0.59,0.7,-0.09,0.12,-1.03,-0.11,0.92,1.05,-0.17,-0.11,-1.06,0.08,-1.12,0.31,0.04
750,-0.49,-0.28,-0.33,-0.02,0.59,0.7,-0.09,0.12,-1.03,-0.11,0.92,1.05,-0.17,-0.11,-1.06,0.08
751,-0.06,-0.49,-0.78,0.03,-0.28,-0.33,-0.02,0.59,0.7,-0.09,0.12,-1.03,-0.11,0.92,1.05,-0.17
752,-0.41,-0.06,-0.29,-0.05,-0.49,-0.78,0.03,-0.28,-0.33,-0.02,0.59,0.7,-0.09,0.12,-1.03,-0.11
753,0.24,-0.41,-1.02,-0.12,-0.06,-0.29,-0.05,-0.49,-0.78,0.03,-0.28,-0.33,-0.02,0.59,0.7,-0.09
754,-0.19,0.24,0.31,0.02,-0.41,-1.02,-0.12,-0.06,-0.29,-0.05,-0.49,-0.78,0.03,-0.28,-0.33,-0.02
755,0.03,-0.19,0.34,0.12,0.24,0.31,0.02,-0.41,-1.02,-0.12,-0.06,-0.29,-0.05,-0.49,-0.78,0.03
756,-0.05,0.03,0.47,0.03,-0.19,0.34,0.12,0.24,0.31,0.02,-0.41,-1.02,-0.12,-0.06,-0.29,-0.05
757,-0.24,-0.05,0.14,0.05,0.03,0.47,0.03,-0.19,0.34,0.12,0.24,0.31,0.02,-0.41,-1.02,-0.12
758,-0.68,-0.24,0.6,-0.09,-0.05,0.14,0.05,0.03,0.47,0.03,-0.19,0.34,0.12,0.24,0.31,0.02
759,0.13,-0.68,-1.06,0.02,-0.24,0.6,-0.09,-0.05,0.14,0.05,0.03,0.47,0.03,-0.19,0.34,0.12
760,0.17,0.13,0.3,-0.06,-0.68,-1.06,0.02,-0.24,0.6,-0.09,-0.05,0.14,0.05,0.03,0.47,0.03
